ip_a,ip_b,mac_a,mac_b,port_a,port_b,prot,tran_prot,ts_start,ts_end,f4b_a,f4b_b,sfp_a,sfp_b,packets_a,bytes_a,packets_b,bytes_b,min_load_a,mean_load_a,max_load_a,stdv_load_a,min_load_b,mean_load_b,max_load_b,stdv_load_b,min_iat_a,mean_iat_a,max_iat_a,stdv_iat_a,min_iat_b,mean_iat_b,max_iat_b,stdv_iat_b
0e2388c975cc,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54194,No_Payload,6,1570732114,1570732114,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,229950,229950,229950,0,0,71686,143373,71686
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,54197,HTTP,6,1570732116,1570732116,48545450,504f5354,178,563,6,188,7,653,0,31,178,66,0,93,563,194,128,45125,215489,78586,0,2317,12187,4152
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,54195,HTTP,6,1570732116,1570732116,48545450,504f5354,178,563,5,183,7,653,0,37,178,71,0,93,563,194,184,43462,214998,85770,0,13372,55109,18609
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,54196,HTTP,6,1570732116,1570732116,48545450,504f5354,178,563,5,183,7,653,0,37,178,71,0,93,563,194,274,43501,214747,85625,0,13838,55073,18336
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,54200,HTTP,6,1570732119,1570732120,48545450,47455420,157,416,10,9256,10,416,0,926,1448,649,0,42,416,125,35,16934,156411,46618,0,20652,185634,55106
129e73a1d051,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54199,HTTPS,6,1570732119,1570732122,16030300,16030102,1398,517,65,10544,68,1899,0,162,1398,274,0,28,517,71,31,13424,56776,18625,0,30940,797887,114849
8865c20a5513,9d304cf79a2c,13d35af5c06b,e323b826aa71,993,54204,IMAPS,6,1570732124,1570732126,16030102,16030300,547,203,30,1420,31,2418,0,47,547,108,0,78,580,125,0,21078,147017,36316,38,66049,311817,57572
9135e2e120ed,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54203,HTTPS,6,1570732122,1570732127,16030300,16030102,1398,517,27,9408,38,4344,0,348,1398,530,0,114,1053,218,80,44703,184222,48454,0,86844,1307247,243648
b58fab86d69f,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54206,HTTPS,6,1570732127,1570732130,1603030c,16030102,1330,517,11,3535,13,1657,0,321,1330,508,0,127,517,194,82,78410,189283,83703,0,158791,1981452,526342
f7e5fd046b76,0704cfddbb5f,,,0,0,Unsupported,58,1571596631,1571596631,0,0,0,0,1,16,0,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
8865c20a5513,9d304cf79a2c,13d35af5c06b,e323b826aa71,993,54207,IMAPS,6,1570732128,1570732131,16030102,16030300,547,203,30,1447,30,2403,0,48,547,108,0,80,579,128,0,13966,177927,32827,82,88829,822795,142201
8865c20a5513,9d304cf79a2c,13d35af5c06b,e323b826aa71,993,54209,IMAPS,6,1570732133,1570732138,16030102,16030300,547,203,37,1584,36,3574,0,43,547,99,0,99,580,150,0,48504,296508,77574,81,79747,334139,69891
8865c20a5513,9d304cf79a2c,13d35af5c06b,e323b826aa71,993,54205,IMAPS,6,1570732126,1570732141,16030102,16030300,547,203,29,1428,27,2292,0,49,547,110,0,85,580,134,0,404034,9426805,1747204,95,98049,884169,157074
8865c20a5513,9d304cf79a2c,13d35af5c06b,e323b826aa71,993,54210,IMAPS,6,1570732138,1570732141,16030102,16030300,547,203,26,1350,24,2496,0,52,547,116,0,104,580,144,0,24793,150233,41003,85,81499,284108,62992
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,54211,HTTP,6,1570732144,1570732144,48545450,504f5354,236,551,5,1001,7,603,0,200,765,297,0,86,551,191,118,50296,250647,100175,0,26828,171262,59121
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,54212,HTTP,6,1570732144,1570732146,48545450,47455420,222,455,270,362051,195,455,0,1341,1448,317,0,2,455,32,21,3536,174449,14661,0,1897,36730,5474
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,54213,HTTP,6,1570732146,1570732146,48545450,504f5354,236,562,7,4484,9,635,0,641,1448,677,0,71,562,175,37,56040,391202,136830,0,22495,193397,60437
e45614e25db6,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54192,HTTPS,6,1570732114,1570732146,1603030c,16030102,1360,517,16,5473,17,1304,0,342,1360,510,0,77,517,149,80,103962,252840,97900,0,1842090,30358770,7129753
fd31810146c8,9d304cf79a2c,13d35af5c06b,e323b826aa71,5228,54198,Unknown_TCP,6,1570732118,1570732151,e06f1692,4d8396cb,24,145,10,1664,11,2400,0,166,799,310,0,218,1108,420,3118,2935197,28849846,8638300,0,370920,1025976,400957
6de51d9f5912,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54201,HTTPS,6,1570732120,1570732151,16030300,16030102,1398,517,13,10149,15,2128,0,781,1398,640,0,142,1114,301,1351,44718,120563,40359,0,2089229,30944410,7712145
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,54214,HTTP,6,1570732156,1570732156,48545450,504f5354,236,562,7,4484,8,635,0,641,1448,677,0,79,562,184,121,87341,325624,138253,0,5620,32506,10278
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,80,54215,HTTP,6,1570732166,1570732166,48545450,504f5354,236,562,7,4484,8,635,0,641,1448,677,0,79,562,184,77,52860,312040,107500,0,12505,49362,18223
8865c20a5513,9d304cf79a2c,13d35af5c06b,e323b826aa71,993,54193,IMAPS,6,1570732114,1570732210,16030102,16030300,517,1398,138,2390,145,69613,0,17,517,53,0,480,1398,586,0,636299,45490217,4280184,36,61837,462201,77277
8865c20a5513,9d304cf79a2c,13d35af5c06b,e323b826aa71,993,54208,IMAPS,6,1570732131,1570732210,16030102,16030300,547,203,61,1859,59,3963,0,30,547,79,0,67,579,104,0,895296,35304603,4650682,92,412662,20012845,2574245
89d5bf5b39f9,30d4de99795b,ebd1a7fa8544,e323b826aa71,67,68,DHCP,17,1570732113,1570732113,0,1010600,0,300,0,0,1,300,0,0,0,0,300,300,300,0,0,0,0,0,0,0,0,0
9d304cf79a2c,84f1c8066729,e323b826aa71,13d35af5c06b,68,67,DHCP,17,1570732113,1570732113,2010600,0,300,0,1,300,0,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,49312,DNS,17,1570732113,1570732113,9798180,9790100,89,34,1,89,1,34,89,89,89,0,34,34,34,0,39449,39449,39449,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,61619,DNS,17,1570732113,1570732113,a14d8183,a14d0100,102,37,1,102,1,37,102,102,102,0,37,37,37,0,43113,43113,43113,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,53337,DNS,17,1570732113,1570732113,ca548183,ca540100,100,36,1,100,1,36,100,100,100,0,36,36,36,0,45486,45486,45486,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,52246,DNS,17,1570732113,1570732113,3f6f8183,3f6f0100,104,39,1,104,1,39,104,104,104,0,39,39,39,0,48821,48821,48821,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,65167,DNS,17,1570732113,1570732113,72c98180,72c90100,161,32,1,161,1,32,161,161,161,0,32,32,32,0,70901,70901,70901,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,53480,DNS,17,1570732113,1570732113,e6518180,e6510100,178,50,1,178,1,50,178,178,178,0,50,50,50,0,75686,75686,75686,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,54018,DNS,17,1570732113,1570732113,0cee8180,0cee0100,98,32,1,98,1,32,98,98,98,0,32,32,32,0,91966,91966,91966,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,55568,DNS,17,1570732113,1570732113,9f0a8180,9f0a0100,98,32,1,98,1,32,98,98,98,0,32,32,32,0,91499,91499,91499,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,50315,DNS,17,1570732113,1570732113,4a298180,4a290100,120,40,1,120,1,40,120,120,120,0,40,40,40,0,96355,96355,96355,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,57814,DNS,17,1570732113,1570732113,b0818180,b0810100,182,31,1,182,1,31,182,182,182,0,31,31,31,0,136852,136852,136852,0,0,0,0,0
518e488fc002,f3f2f9b2224f,,,0,0,Unsupported,58,1570732113,1570732113,0,0,0,0,2,56,0,0,28,28,28,0,0,0,0,0,0,477604,955208,477604,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,58440,DNS,17,1570732117,1570732117,be658180,be650100,198,43,1,198,1,43,198,198,198,0,43,43,43,0,63705,63705,63705,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,51000,DNS,17,1570732118,1570732118,bc0d8180,bc0d0100,222,48,1,222,1,48,222,222,222,0,48,48,48,0,72051,72051,72051,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,51583,DNS,17,1570732119,1570732119,107d8180,107d0100,77,37,1,77,1,37,77,77,77,0,37,37,37,0,78587,78587,78587,0,0,0,0,0
fe37c38290da,f3f2f9b2224f,,,0,0,Unsupported,58,1570732117,1570732122,0,0,0,0,2,16,0,0,8,8,8,0,0,0,0,0,0,2464631,4929262,2464631,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,59762,DNS,17,1570732122,1570732122,f6a28180,f6a20100,83,53,1,83,1,53,83,83,83,0,53,53,53,0,35233,35233,35233,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,52835,DNS,17,1570732122,1570732122,db5b8180,db5b0100,202,36,1,202,1,36,202,202,202,0,36,36,36,0,36267,36267,36267,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,49467,DNS,17,1570732127,1570732127,ae668180,ae660100,151,40,1,151,1,40,151,151,151,0,40,40,40,0,36708,36708,36708,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570732062,1570732163,0,0,0,0,3,24,0,0,8,8,8,0,0,0,0,0,0,33919999,67829996,27691481,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,64336,DNS,17,1570732171,1570732171,65ea8180,65ea0100,75,27,1,75,1,27,75,75,75,0,27,27,27,0,38733,38733,38733,0,0,0,0,0
9135e2e120ed,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54202,HTTPS,6,1570732122,1570732295,16030300,16030102,1398,517,27,11613,34,5560,0,430,1398,585,0,164,1068,269,89,53237,163459,49361,0,5024547,169485842,28629217
42f3ea884591,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54218,HTTPS,6,1570732296,1570732298,16030300,16030102,1398,517,10,4798,13,963,0,480,1398,544,0,74,517,159,98,26773,80226,29714,0,164306,1976260,523516
6d907a32770a,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54219,HTTPS,6,1570732296,1570732301,16030300,16030102,1398,517,25,9828,28,5809,0,393,1398,613,0,207,1398,386,97,44506,244331,56763,0,127976,1911741,369277
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,49182,DNS,17,1570732191,1570732191,dd078180,dd070100,86,32,1,86,1,32,86,86,86,0,32,32,32,0,61490,61490,61490,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,60265,DNS,17,1570732210,1570732210,91bd8180,91bd0100,136,32,1,136,1,32,136,136,136,0,32,32,32,0,65240,65240,65240,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,52246,DNS,17,1570732296,1570732296,3f6f8183,3f6f0100,39,39,1,39,1,39,39,39,39,0,39,39,39,0,430,430,430,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,49644,DNS,17,1570732296,1570732296,eb708180,eb700100,68,36,1,68,1,36,68,68,68,0,36,36,36,0,65827,65827,65827,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570732297,1570732297,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,56672,DNS,17,1570732297,1570732297,74bb8180,74bb0100,170,42,1,170,1,42,170,170,170,0,42,42,42,0,63940,63940,63940,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,61619,DNS,17,1570732298,1570732298,a14d8183,a14d0100,37,37,1,37,1,37,37,37,37,0,37,37,37,0,336,336,336,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,49312,DNS,17,1570732298,1570732298,9798180,9790100,89,34,1,89,1,34,89,89,89,0,34,34,34,0,37765,37765,37765,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,54553,DNS,17,1570732113,1570732298,5e3e8183,5e3e0100,100,36,3,300,3,108,100,100,100,0,36,36,36,0,39939,45952,56579,7536,0,61365297,119504374,48840763
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,53337,DNS,17,1570732298,1570732298,ca548183,ca540100,100,36,1,100,1,36,100,100,100,0,36,36,36,0,38892,38892,38892,0,0,0,0,0
8d158b5fade3,9d304cf79a2c,594cbdb38e7d,e323b826aa71,5353,5353,mDNS,17,1570732113,1570732305,0,0,139,0,29,6798,0,0,123,234,482,106,0,0,0,0,0,6635745,84713606,18574935,0,0,0,0
b1b6da448e9d,f3f2f9b2224f,,,5353,5353,mDNS,17,1570732112,1570732305,0,0,139,0,31,7106,0,0,123,229,482,104,0,0,0,0,0,6220820,84713877,18035151,0,0,0,0
e2423631a894,9d304cf79a2c,13d35af5c06b,e323b826aa71,5223,57452,ApplePush,6,1570732117,1570732492,16030300,16030300,1398,222,24,3795,33,17800,0,158,1398,394,0,539,1398,578,72,36773,94098,36943,0,11332868,289542770,50227942
4f012d96a077,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54221,HTTPS,6,1570732501,1570732503,16030300,16030102,1398,517,20,7712,24,2676,0,386,1398,592,0,111,1053,251,86,31741,120289,37272,0,61280,685458,163904
834f52f46bff,9d304cf79a2c,13d35af5c06b,e323b826aa71,465,54216,SMTP_Secure,6,1570732192,1570732194,16030300,16030102,1398,517,17,4049,18,1439,0,238,1398,446,0,80,517,151,39,66402,436951,98248,0,94271,288849,109288
42f3ea884591,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54217,No_Payload,6,1570732210,1570732242,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,64112,5278824,16375433,5606222,0,0,0,0
6755664dca81,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54220,HTTPS,6,1570732492,1570732492,16030300,16030102,1398,517,14,6069,17,1135,0,433,1398,564,0,67,517,140,88,15050,44333,16124,0,3631,31379,7694
a00bcc074066,9d304cf79a2c,13d35af5c06b,e323b826aa71,5223,57454,ApplePush,6,1570732497,1570732499,16030300,16030300,1398,222,15,3636,18,9359,0,242,1398,479,0,520,1398,592,87,45680,106600,37527,0,61817,806555,182394
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,60472,DNS,17,1570732492,1570732492,955c8180,955c0100,117,36,1,117,1,36,117,117,117,0,36,36,36,0,66334,66334,66334,0,0,0,0,0
a21c6f00f0a6,9d304cf79a2c,13d35af5c06b,e323b826aa71,123,123,NTP,17,1570732492,1570732492,e3000800,240108ec,48,48,1,48,1,48,48,48,48,0,48,48,48,0,0,0,0,0,104932,104932,104932,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,53768,DNS,17,1570732492,1570732492,c5708180,c5700100,61,45,1,61,1,45,61,61,61,0,45,45,45,0,114248,114248,114248,0,0,0,0,0
28d5450749bc,9d304cf79a2c,13d35af5c06b,e323b826aa71,123,123,NTP,17,1570732492,1570732492,e3000800,240108eb,48,48,1,48,1,48,48,48,48,0,48,48,48,0,0,0,0,0,78860,78860,78860,0
a29e1e73c0d4,9d304cf79a2c,13d35af5c06b,e323b826aa71,123,123,NTP,17,1570732492,1570732492,e3000800,240108eb,48,48,1,48,1,48,48,48,48,0,48,48,48,0,0,0,0,0,64143,64143,64143,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,56906,DNS,17,1570732492,1570732492,417b8180,417b0100,86,32,1,86,1,32,86,86,86,0,32,32,32,0,35437,35437,35437,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,49312,DNS,17,1570732493,1570732493,9798180,9790100,34,34,1,34,1,34,34,34,34,0,34,34,34,0,550,550,550,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,61619,DNS,17,1570732493,1570732493,a14d8183,a14d0100,37,37,1,37,1,37,37,37,37,0,37,37,37,0,638,638,638,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,52246,DNS,17,1570732493,1570732493,3f6f8183,3f6f0100,39,39,1,39,1,39,39,39,39,0,39,39,39,0,674,674,674,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,53337,DNS,17,1570732493,1570732493,ca548183,ca540100,100,36,1,100,1,36,100,100,100,0,36,36,36,0,36310,36310,36310,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,54553,DNS,17,1570732493,1570732493,5e3e8183,5e3e0100,100,36,1,100,1,36,100,100,100,0,36,36,36,0,39921,39921,39921,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,58688,DNS,17,1570732495,1570732495,61348180,61340100,133,47,1,133,1,47,133,133,133,0,47,47,47,0,39302,39302,39302,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,54636,DNS,17,1570732495,1570732495,36048180,36040100,60,44,1,60,1,44,60,60,60,0,44,44,44,0,67514,67514,67514,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,52363,DNS,17,1570732495,1570732495,32d18180,32d10100,178,50,1,178,1,50,178,178,178,0,50,50,50,0,67095,67095,67095,0,0,0,0,0
518e488fc002,f3f2f9b2224f,,,0,0,Unsupported,58,1570732496,1570732496,0,0,0,0,1,28,0,0,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,63146,DNS,17,1570732497,1570732497,44048180,44040100,262,43,1,262,1,43,262,262,262,0,43,43,43,0,70799,70799,70799,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,65450,DNS,17,1570732501,1570732501,48648180,48640100,170,42,1,170,1,42,170,170,170,0,42,42,42,0,64152,64152,64152,0,0,0,0,0
8d158b5fade3,9d304cf79a2c,594cbdb38e7d,e323b826aa71,5353,5353,mDNS,17,1570732492,1570732508,0,0,139,0,12,2813,0,0,139,234,482,119,0,0,0,0,0,1305026,6058489,1742410,0,0,0,0
b1b6da448e9d,f3f2f9b2224f,,,5353,5353,mDNS,17,1570732492,1570732508,0,0,139,0,14,3344,0,0,139,239,482,113,0,0,0,0,0,1118569,6058510,1646826,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570732563,1570732563,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,49312,DNS,17,1570732678,1570732678,9798180,9790100,34,34,1,34,1,34,34,34,34,0,34,34,34,0,416,416,416,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,54553,DNS,17,1570732678,1570732678,5e3e8183,5e3e0100,100,36,1,100,1,36,100,100,100,0,36,36,36,0,35937,35937,35937,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,61619,DNS,17,1570732678,1570732678,a14d8183,a14d0100,102,37,1,102,1,37,102,102,102,0,37,37,37,0,39353,39353,39353,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,52246,DNS,17,1570732680,1570732680,3f6f8183,3f6f0100,39,39,1,39,1,39,39,39,39,0,39,39,39,0,1058,1058,1058,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,53337,DNS,17,1570732680,1570732680,ca548183,ca540100,100,36,1,100,1,36,100,100,100,0,36,36,36,0,35660,35660,35660,0,0,0,0,0
8d158b5fade3,9d304cf79a2c,594cbdb38e7d,e323b826aa71,5353,5353,mDNS,17,1570732677,1570732682,0,0,139,0,12,2760,0,0,139,230,482,98,0,0,0,0,0,379915,1255947,398520,0,0,0,0
b1b6da448e9d,f3f2f9b2224f,,,5353,5353,mDNS,17,1570732677,1570732682,0,0,139,0,12,2760,0,0,139,230,482,98,0,0,0,0,0,379915,1255947,399715,0,0,0,0
d3ecab4c1cce,9d304cf79a2c,13d35af5c06b,e323b826aa71,993,54227,IMAPS,6,1570733027,1570733032,16030102,16030300,547,203,43,1784,43,4064,0,41,547,96,0,95,579,130,0,42206,1205063,180993,61,76013,811698,120437
957836341d5a,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54223,HTTPS,6,1570733019,1570733050,16030300,16030102,1398,517,13,4917,16,6529,0,378,1398,578,0,408,1398,511,201,45587,157098,46066,0,1922879,30569948,7396666
957836341d5a,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54225,HTTPS,6,1570733019,1570733050,16030300,16030102,156,517,7,925,11,3540,0,132,769,266,0,322,1228,445,14524,71835,164307,45741,0,2766986,30303189,8707747
957836341d5a,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54224,HTTPS,6,1570733019,1570733050,16030300,16030102,1398,517,9,4917,14,3592,0,546,1398,624,0,257,1228,416,2132,64693,131542,45014,0,2168857,30114854,7750877
9ae1bd33920a,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,57456,HTTPS,6,1570733043,1570733051,16030300,16030101,207,371,9,403,10,661,0,45,207,78,0,66,371,113,118,26377,43480,18049,0,795263,7855792,2353534
d3ecab4c1cce,9d304cf79a2c,13d35af5c06b,e323b826aa71,993,54226,IMAPS,6,1570733026,1570733075,16030102,16030300,517,1398,33,1277,34,16456,0,39,517,101,0,484,1398,557,0,1410897,46320472,7938977,44,52221,318255,67238
624d06806449,9d304cf79a2c,13d35af5c06b,e323b826aa71,993,54222,IMAPS,6,1570733016,1570733075,16030102,16030300,517,1398,78,2582,85,42896,0,33,517,90,0,505,1398,596,0,681953,46010159,5177551,74,65561,451796,82391
847904db4a1c,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54228,HTTPS,6,1570733044,1570733087,16030300,16030102,1398,517,48,41811,46,3828,0,871,1398,570,0,83,1389,277,87,879978,39043840,5571293,0,17430,392789,59270
c2f83b51f106,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54230,HTTPS,6,1570733062,1570733106,16030300,16030102,1398,517,16,4677,16,5278,0,292,1398,524,0,330,1398,483,1652,24052,106548,27683,0,2711300,43213979,10457758
a219555461c2,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54229,HTTPS,6,1570733062,1570733106,16030312,16030102,1330,517,26,8015,27,12191,0,308,1330,526,0,452,1330,499,81,68278,228919,93315,0,1561263,41946963,7920302
a219555461c2,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54232,HTTPS,6,1570733063,1570733106,16030300,16030102,102,517,13,1529,13,3787,0,118,1220,322,0,291,1220,392,88,71882,272411,101649,0,3248375,42135079,11225629
a219555461c2,9d304cf79a2c,13d35af5c06b,e323b826aa71,443,54231,HTTPS,6,1570733063,1570733106,16030312,16030102,1220,517,15,6602,18,3862,0,440,1220,551,0,215,1220,356,89,93690,275717,108685,0,2320312,41594966,9525517
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,56084,DNS,17,1570733016,1570733016,50478180,50470100,98,32,1,98,1,32,98,98,98,0,32,32,32,0,70915,70915,70915,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,53814,DNS,17,1570733018,1570733018,ac418180,ac410100,200,37,1,200,1,37,200,200,200,0,37,37,37,0,62870,62870,62870,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,59849,DNS,17,1570733044,1570733044,21488180,21480100,80,40,1,80,1,40,80,80,80,0,40,40,40,0,36020,36020,36020,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,64534,DNS,17,1570733044,1570733044,507f8180,507f0100,180,39,1,180,1,39,180,180,180,0,39,39,39,0,35999,35999,35999,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,58452,DNS,17,1570733046,1570733046,c0068180,c0060100,94,36,1,94,1,36,94,94,94,0,36,36,36,0,38757,38757,38757,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,51612,DNS,17,1570733062,1570733062,c7ba8180,c7ba0100,162,30,1,162,1,30,162,162,162,0,30,30,30,0,66550,66550,66550,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,62341,DNS,17,1570733062,1570733062,faaa8180,faaa0100,107,42,1,107,1,42,107,107,107,0,42,42,42,0,89951,89951,89951,0,0,0,0,0
fe37c38290da,a521443b8c92,,,0,0,Unsupported,58,1570733090,1570733090,0,0,0,0,1,8,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,49312,DNS,17,1570733013,1570733142,9798180,9790100,89,34,4,191,4,136,34,48,89,24,34,34,34,0,429,10160,38975,16637,0,32148867,76562932,28507790
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,61619,DNS,17,1570733014,1570733142,a14d8183,a14d0100,37,37,5,185,5,185,37,37,37,0,37,37,37,0,385,601,968,210,0,25630212,62376105,21532313
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,53337,DNS,17,1570733014,1570733142,ca548183,ca540100,100,36,6,344,6,216,36,57,100,30,36,36,36,0,516,12995,37592,17251,0,21299212,62058847,21233428
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,52246,DNS,17,1570733014,1570733142,3f6f8183,3f6f0100,39,39,6,234,6,234,39,39,39,0,39,39,39,0,298,618,1147,293,0,21310074,62086393,21240030
84f1c8066729,9d304cf79a2c,13d35af5c06b,e323b826aa71,53,54553,DNS,17,1570733013,1570733142,5e3e8183,5e3e0100,100,36,5,372,5,180,36,74,100,31,36,36,36,0,334,26265,52002,21503,0,25711157,64739349,22573450
518e488fc002,f3f2f9b2224f,,,0,0,Unsupported,58,1570733015,1570733145,0,0,0,0,6,168,0,0,28,28,28,0,0,0,0,0,0,21693862,73145310,29568342,0,0,0,0
